order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,unit_price,discount,gross_revenue,net_revenue,profit
ORD-001028,2023-11-28,2023-12-05,Standard Class,CUST-0100,PROD-0020,1,75.43,0.15,75.43,64.12,28.07
ORD-001029,2024-01-21,2024-01-26,Standard Class,CUST-0296,PROD-0031,1,2.94,0.15,2.94,2.5,1.03
ORD-001030,2023-09-08,2023-09-14,Standard Class,CUST-0274,PROD-0033,4,6.54,0.0,26.16,26.16,8.79
ORD-001031,2024-08-14,2024-08-15,Same Day,CUST-0232,PROD-0015,4,543.19,0.0,2172.76,2172.76,203.33
ORD-001032,2023-05-28,2023-05-30,First Class,CUST-0160,PROD-0022,1,111.13,0.0,111.13,111.13,27.33
ORD-001033,2023-05-25,2023-05-31,Standard Class,CUST-0128,PROD-0006,2,1654.22,0.0,3308.44,3308.44,243.41
ORD-001034,2024-02-26,2024-03-03,Standard Class,CUST-0253,PROD-0017,5,543.47,0.0,2717.35,2717.35,786.65
ORD-001035,2023-10-02,2023-10-07,Second Class,CUST-0447,PROD-0001,4,1008.11,0.0,4032.44,4032.44,1253.3
ORD-001036,2024-12-26,2025-01-02,Standard Class,CUST-0165,PROD-0030,5,4.39,0.05,21.95,20.85,4.59
ORD-001037,2023-05-11,2023-05-14,Second Class,CUST-0040,PROD-0025,2,7.39,0.05,14.78,14.04,0.92
ORD-001038,2023-06-24,2023-06-29,Second Class,CUST-0218,PROD-0032,2,12.6,0.0,25.2,25.2,5.29
ORD-001039,2024-03-21,2024-03-23,Same Day,CUST-0152,PROD-0008,6,1241.37,0.0,7448.22,7448.22,2204.97
ORD-001040,2023-05-25,2023-06-01,Standard Class,CUST-0191,PROD-0011,1,80.8,0.0,80.8,80.8,20.83
ORD-001041,2024-04-18,2024-04-24,Standard Class,CUST-0129,PROD-0031,6,3.13,0.0,18.78,18.78,1.96
ORD-001042,2023-01-11,2023-01-16,Standard Class,CUST-0269,PROD-0031,1,2.74,0.0,2.74,2.74,0.48
ORD-001043,2024-12-11,2024-12-17,Standard Class,CUST-0097,PROD-0013,2,363.98,0.0,727.96,727.96,81.95
ORD-001044,2023-08-20,2023-08-25,Standard Class,CUST-0180,PROD-0036,6,4.77,0.0,28.62,28.62,11.37
ORD-001045,2024-01-12,2024-01-16,Second Class,CUST-0300,PROD-0020,7,79.97,0.0,559.79,559.79,73.35
ORD-001046,2023-04-16,2023-04-20,Second Class,CUST-0304,PROD-0010,1,49.62,0.25,49.62,37.21,2.84
ORD-001047,2023-12-05,2023-12-12,Standard Class,CUST-0393,PROD-0025,3,8.75,0.0,26.25,26.25,7.78
ORD-001048,2023-08-03,2023-08-08,Standard Class,CUST-0466,PROD-0031,10,2.75,0.0,27.5,27.5,2.99
ORD-001049,2023-01-01,2023-01-06,Standard Class,CUST-0085,PROD-0031,1,3.18,0.0,3.18,3.18,0.76
ORD-001050,2023-05-01,2023-05-07,Standard Class,CUST-0155,PROD-0033,2,5.86,0.0,11.72,11.72,2.05
ORD-001051,2024-06-27,2024-07-04,Standard Class,CUST-0268,PROD-0021,5,217.12,0.0,1085.6,1085.6,416.26
ORD-001052,2024-03-23,2024-03-29,Standard Class,CUST-0365,PROD-0010,3,46.56,0.2,139.68,111.74,10.69
ORD-001053,2024-01-10,2024-01-14,First Class,CUST-0092,PROD-0002,2,836.11,0.0,1672.22,1672.22,669.75
ORD-001054,2024-01-27,2024-02-03,Standard Class,CUST-0472,PROD-0013,10,374.73,0.0,3747.3,3747.3,479.49
ORD-001055,2023-12-03,2023-12-09,Standard Class,CUST-0301,PROD-0020,6,79.04,0.15,474.24,403.1,25.56
ORD-001056,2024-02-12,2024-02-19,Standard Class,CUST-0141,PROD-0031,4,2.86,0.25,11.44,8.58,1.26
ORD-001057,2024-09-14,2024-09-18,Second Class,CUST-0442,PROD-0031,1,3.15,0.0,3.15,3.15,0.84
ORD-001058,2024-01-14,2024-01-21,Standard Class,CUST-0054,PROD-0003,1,732.02,0.0,732.02,732.02,75.15
ORD-001059,2023-02-27,2023-03-06,Standard Class,CUST-0215,PROD-0008,1,1102.47,0.0,1102.47,1102.47,488.79
ORD-001060,2023-12-07,2023-12-10,First Class,CUST-0100,PROD-0002,6,792.83,0.0,4756.98,4756.98,1611.92
ORD-001061,2023-01-15,2023-01-18,First Class,CUST-0188,PROD-0034,2,9.3,0.1,18.6,16.74,6.36
ORD-001062,2023-10-01,2023-10-07,Standard Class,CUST-0257,PROD-0010,1,50.06,0.0,50.06,50.06,10.7
ORD-001063,2023-11-15,2023-11-21,Standard Class,CUST-0326,PROD-0001,1,992.26,0.0,992.26,992.26,83.78
ORD-001064,2023-04-01,2023-04-06,Standard Class,CUST-0477,PROD-0030,1,3.67,0.0,3.67,3.67,1.1
ORD-001065,2023-01-11,2023-01-17,Standard Class,CUST-0011,PROD-0011,2,84.96,0.0,169.92,169.92,29.42
ORD-001066,2023-05-16,2023-05-22,Standard Class,CUST-0349,PROD-0013,4,373.3,0.15,1493.2,1269.22,273.64
ORD-001067,2023-10-07,2023-10-09,First Class,CUST-0428,PROD-0013,8,379.8,0.0,3038.4,3038.4,264.23
ORD-001068,2023-12-24,2023-12-29,Second Class,CUST-0182,PROD-0024,2,60.55,0.0,121.1,121.1,7.83
ORD-001069,2023-06-09,2023-06-14,Standard Class,CUST-0428,PROD-0025,10,7.89,0.0,78.9,78.9,25.47
ORD-001070,2023-12-17,2023-12-22,Second Class,CUST-0148,PROD-0014,3,208.68,0.25,626.04,469.53,61.99
ORD-001071,2024-04-23,2024-04-28,Standard Class,CUST-0133,PROD-0014,2,204.22,0.0,408.44,408.44,96.76
ORD-001072,2024-07-31,2024-08-07,Standard Class,CUST-0166,PROD-0024,6,56.9,0.15,341.4,290.19,115.42
ORD-001073,2024-03-07,2024-03-13,Standard Class,CUST-0005,PROD-0011,3,72.68,0.0,218.04,218.04,37.61
ORD-001074,2023-07-10,2023-07-14,Second Class,CUST-0240,PROD-0035,5,10.9,0.0,54.5,54.5,12.21
ORD-001075,2023-09-07,2023-09-13,Standard Class,CUST-0205,PROD-0031,3,2.99,0.0,8.97,8.97,0.59
ORD-001076,2024-06-03,2024-06-09,Standard Class,CUST-0476,PROD-0015,4,598.85,0.0,2395.4,2395.4,147.13
ORD-001077,2023-11-04,2023-11-08,First Class,CUST-0263,PROD-0011,7,74.24,0.0,519.68,519.68,182.27
ORD-001078,2023-02-25,2023-02-26,Same Day,CUST-0067,PROD-0022,4,110.47,0.0,441.88,441.88,92.09
ORD-001079,2024-11-05,2024-11-10,Standard Class,CUST-0236,PROD-0001,2,915.16,0.1,1830.32,1647.29,370.01
ORD-001080,2023-06-07,2023-06-11,Second Class,CUST-0371,PROD-0016,1,82.94,0.25,82.94,62.2,6.6
ORD-001081,2024-04-28,2024-05-02,Second Class,CUST-0358,PROD-0014,4,209.47,0.1,837.88,754.09,133.73
ORD-001082,2024-02-14,2024-02-18,Second Class,CUST-0479,PROD-0009,5,30.34,0.0,151.7,151.7,31.48
ORD-001083,2024-05-15,2024-05-20,Second Class,CUST-0037,PROD-0023,1,95.86,0.1,95.86,86.27,17.05
ORD-001084,2023-01-02,2023-01-06,Second Class,CUST-0175,PROD-0033,6,6.17,0.1,37.02,33.32,2.26
ORD-001085,2023-04-06,2023-04-13,Standard Class,CUST-0155,PROD-0028,1,11.16,0.0,11.16,11.16,3.57
ORD-001086,2023-09-25,2023-09-26,Same Day,CUST-0247,PROD-0003,1,684.77,0.0,684.77,684.77,63.39
ORD-001087,2023-12-21,2023-12-24,Second Class,CUST-0413,PROD-0006,3,1519.41,0.0,4558.23,4558.23,521.25
ORD-001088,2024-01-29,2024-02-01,Second Class,CUST-0066,PROD-0033,2,6.55,0.0,13.1,13.1,4.7
ORD-001089,2023-09-22,2023-09-25,Second Class,CUST-0156,PROD-0028,3,12.73,0.0,38.19,38.19,7.6
ORD-001090,2024-07-01,2024-07-01,Same Day,CUST-0243,PROD-0022,4,130.44,0.0,521.76,521.76,106.12
ORD-001091,2023-06-03,2023-06-10,Standard Class,CUST-0346,PROD-0006,3,1455.32,0.0,4365.96,4365.96,1489.02
ORD-001092,2023-02-19,2023-02-24,Standard Class,CUST-0233,PROD-0028,1,11.98,0.0,11.98,11.98,4.86
ORD-001093,2023-09-16,2023-09-23,Standard Class,CUST-0352,PROD-0024,1,62.77,0.0,62.77,62.77,7.63
ORD-001094,2023-01-18,2023-01-24,Standard Class,CUST-0183,PROD-0027,3,5.1,0.0,15.3,15.3,0.99
ORD-001095,2023-09-12,2023-09-19,Standard Class,CUST-0379,PROD-0026,1,15.68,0.0,15.68,15.68,3.49
ORD-001096,2024-04-14,2024-04-17,Second Class,CUST-0141,PROD-0023,6,96.18,0.0,577.08,577.08,218.25
ORD-001097,2023-02-11,2023-02-17,Standard Class,CUST-0292,PROD-0030,1,4.09,0.0,4.09,4.09,1.53
ORD-001098,2024-06-08,2024-06-08,Same Day,CUST-0052,PROD-0025,2,8.22,0.0,16.44,16.44,3.46
ORD-001099,2024-10-30,2024-11-02,Second Class,CUST-0095,PROD-0017,5,591.03,0.1,2955.15,2659.64,740.33
ORD-001100,2024-07-06,2024-07-08,First Class,CUST-0156,PROD-0033,3,5.46,0.0,16.38,16.38,2.23
ORD-001101,2023-10-09,2023-10-12,Second Class,CUST-0479,PROD-0028,1,12.41,0.0,12.41,12.41,5.14
ORD-001102,2023-10-07,2023-10-12,Standard Class,CUST-0348,PROD-0019,1,126.79,0.15,126.79,107.77,25.32
ORD-001103,2023-04-10,2023-04-15,Standard Class,CUST-0405,PROD-0021,4,187.9,0.0,751.6,751.6,256.5
ORD-001104,2024-08-25,2024-09-01,Standard Class,CUST-0312,PROD-0030,2,3.91,0.0,7.82,7.82,0.43
ORD-001105,2023-12-21,2023-12-23,First Class,CUST-0175,PROD-0021,2,208.65,0.3,417.3,292.11,-14.31
ORD-001106,2024-02-17,2024-02-24,Standard Class,CUST-0200,PROD-0017,8,614.74,0.0,4917.92,4917.92,925.16
ORD-001107,2024-01-14,2024-01-20,Standard Class,CUST-0107,PROD-0034,2,8.94,0.25,17.88,13.41,-0.67
ORD-001108,2024-03-01,2024-03-01,Same Day,CUST-0181,PROD-0028,4,11.48,0.0,45.92,45.92,20.47
ORD-001109,2023-05-15,2023-05-20,Standard Class,CUST-0193,PROD-0035,1,10.38,0.0,10.38,10.38,2.89
ORD-001110,2024-02-15,2024-02-21,Standard Class,CUST-0092,PROD-0011,4,77.71,0.0,310.84,310.84,55.26
ORD-001111,2024-11-11,2024-11-15,First Class,CUST-0186,PROD-0007,4,1251.66,0.0,5006.64,5006.64,1035.72
ORD-001112,2024-05-21,2024-05-25,Second Class,CUST-0440,PROD-0026,5,14.85,0.0,74.25,74.25,8.99
ORD-001113,2024-06-29,2024-07-02,First Class,CUST-0148,PROD-0001,3,1035.63,0.25,3106.89,2330.17,223.54
ORD-001114,2024-02-25,2024-03-01,Standard Class,CUST-0499,PROD-0027,3,4.64,0.0,13.92,13.92,6.26
ORD-001115,2023-01-24,2023-01-29,Standard Class,CUST-0307,PROD-0027,1,5.13,0.0,5.13,5.13,2.21
ORD-001116,2024-07-19,2024-07-24,Standard Class,CUST-0012,PROD-0025,5,7.46,0.0,37.3,37.3,14.91
ORD-001117,2024-12-30,2025-01-02,First Class,CUST-0090,PROD-0031,1,2.74,0.25,2.74,2.06,0.08
ORD-001118,2023-09-05,2023-09-09,Second Class,CUST-0126,PROD-0029,2,6.46,0.0,12.92,12.92,2.36
ORD-001119,2023-09-08,2023-09-13,Standard Class,CUST-0472,PROD-0011,1,71.61,0.0,71.61,71.61,28.42
ORD-001120,2023-03-14,2023-03-18,Second Class,CUST-0241,PROD-0025,6,8.06,0.0,48.36,48.36,14.16
ORD-001121,2024-03-25,2024-04-01,Standard Class,CUST-0274,PROD-0002,1,901.92,0.0,901.92,901.92,306.71
ORD-001122,2024-02-14,2024-02-19,Second Class,CUST-0021,PROD-0024,3,58.29,0.0,174.87,174.87,15.99
ORD-001123,2024-08-16,2024-08-19,Second Class,CUST-0434,PROD-0017,4,583.0,0.0,2332.0,2332.0,249.01
ORD-001124,2023-08-04,2023-08-10,Standard Class,CUST-0125,PROD-0031,3,2.74,0.0,8.22,8.22,2.03
ORD-001125,2023-12-17,2023-12-23,Standard Class,CUST-0126,PROD-0017,2,593.06,0.15,1186.12,1008.2,290.13
ORD-001126,2023-06-01,2023-06-06,Standard Class,CUST-0390,PROD-0009,1,28.25,0.0,28.25,28.25,4.7
ORD-001127,2024-08-04,2024-08-08,Second Class,CUST-0484,PROD-0011,4,81.74,0.3,326.96,228.87,-14.06
ORD-001128,2024-01-29,2024-02-03,Standard Class,CUST-0312,PROD-0019,1,121.56,0.0,121.56,121.56,34.49
ORD-001129,2024-06-04,2024-06-09,Second Class,CUST-0133,PROD-0024,2,60.4,0.15,120.8,102.68,31.58
ORD-001130,2023-11-18,2023-11-24,Standard Class,CUST-0301,PROD-0033,5,5.98,0.25,29.9,22.42,1.0
ORD-001131,2023-01-15,2023-01-18,Second Class,CUST-0248,PROD-0025,2,7.69,0.15,15.38,13.07,3.84
ORD-001132,2024-10-27,2024-11-02,Standard Class,CUST-0374,PROD-0008,2,1297.97,0.0,2595.94,2595.94,1002.01
ORD-001133,2023-08-22,2023-08-26,Second Class,CUST-0434,PROD-0034,3,8.82,0.15,26.46,22.49,5.69
ORD-001134,2024-07-01,2024-07-05,First Class,CUST-0139,PROD-0036,5,5.47,0.25,27.35,20.51,1.17
ORD-001135,2023-07-07,2023-07-12,Second Class,CUST-0126,PROD-0017,5,566.46,0.0,2832.3,2832.3,342.63
ORD-001136,2024-07-19,2024-07-26,Standard Class,CUST-0312,PROD-0018,1,958.46,0.1,958.46,862.61,223.44
ORD-001137,2023-08-22,2023-08-29,Standard Class,CUST-0032,PROD-0014,2,183.01,0.0,366.02,366.02,25.78
ORD-001138,2023-07-21,2023-07-27,Standard Class,CUST-0405,PROD-0005,1,1878.02,0.0,1878.02,1878.02,255.41
ORD-001139,2024-08-05,2024-08-11,Standard Class,CUST-0250,PROD-0020,5,72.86,0.0,364.3,364.3,131.5
ORD-001140,2023-01-01,2023-01-07,Standard Class,CUST-0100,PROD-0030,3,3.99,0.25,11.97,8.98,0.4
ORD-001141,2023-09-28,2023-09-30,First Class,CUST-0146,PROD-0020,2,81.81,0.0,163.62,163.62,49.15
ORD-001142,2024-05-14,2024-05-21,Standard Class,CUST-0058,PROD-0012,2,36.37,0.2,72.74,58.19,5.93
ORD-001143,2023-12-17,2023-12-22,Second Class,CUST-0049,PROD-0029,5,6.57,0.1,32.85,29.57,4.0
ORD-001144,2023-11-24,2023-11-28,Second Class,CUST-0257,PROD-0020,1,75.84,0.0,75.84,75.84,21.11
ORD-001145,2023-06-10,2023-06-16,Standard Class,CUST-0080,PROD-0021,4,213.02,0.0,852.08,852.08,96.16
ORD-001146,2024-04-30,2024-05-04,Second Class,CUST-0490,PROD-0034,4,8.58,0.0,34.32,34.32,8.2
ORD-001147,2024-01-15,2024-01-21,Standard Class,CUST-0439,PROD-0020,4,84.2,0.0,336.8,336.8,58.34
ORD-001148,2024-03-03,2024-03-09,Standard Class,CUST-0289,PROD-0026,1,14.73,0.0,14.73,14.73,1.56
ORD-001149,2023-01-20,2023-01-22,First Class,CUST-0234,PROD-0018,1,937.96,0.15,937.96,797.27,47.41
ORD-001150,2023-11-30,2023-12-07,Standard Class,CUST-0219,PROD-0025,1,7.54,0.0,7.54,7.54,2.96
ORD-001151,2023-09-06,2023-09-13,Standard Class,CUST-0055,PROD-0005,2,2087.46,0.0,4174.92,4174.92,1830.51
ORD-001152,2024-12-05,2024-12-07,Same Day,CUST-0024,PROD-0025,2,7.65,0.0,15.3,15.3,3.06
ORD-001153,2024-10-16,2024-10-23,Standard Class,CUST-0052,PROD-0004,2,649.75,0.1,1299.5,1169.55,470.56
ORD-001154,2024-02-28,2024-03-01,First Class,CUST-0038,PROD-0021,3,201.95,0.0,605.85,605.85,136.5
ORD-001155,2024-11-07,2024-11-14,Standard Class,CUST-0168,PROD-0035,5,11.42,0.05,57.1,54.24,21.6
ORD-001156,2024-01-05,2024-01-08,First Class,CUST-0359,PROD-0021,4,187.65,0.0,750.6,750.6,105.89
ORD-001157,2023-07-23,2023-07-28,Second Class,CUST-0186,PROD-0022,1,121.47,0.0,121.47,121.47,12.89
ORD-001158,2024-03-13,2024-03-19,Standard Class,CUST-0329,PROD-0027,4,5.33,0.25,21.32,15.99,0.19
ORD-001159,2023-02-02,2023-02-03,Same Day,CUST-0290,PROD-0028,4,11.98,0.0,47.92,47.92,14.56
ORD-001160,2024-08-01,2024-08-08,Standard Class,CUST-0377,PROD-0005,4,2011.7,0.0,8046.8,8046.8,3126.34
ORD-001161,2024-09-16,2024-09-19,Second Class,CUST-0045,PROD-0030,4,4.21,0.0,16.84,16.84,2.71
ORD-001162,2024-10-28,2024-11-02,Standard Class,CUST-0232,PROD-0010,3,47.43,0.0,142.29,142.29,46.53
ORD-001163,2023-01-22,2023-01-28,Standard Class,CUST-0420,PROD-0028,1,12.79,0.1,12.79,11.51,2.06
ORD-001164,2023-08-17,2023-08-23,Standard Class,CUST-0078,PROD-0017,2,617.4,0.25,1234.8,926.1,164.48
ORD-001165,2023-07-13,2023-07-16,Second Class,CUST-0458,PROD-0010,2,45.09,0.0,90.18,90.18,38.58
ORD-001166,2024-07-07,2024-07-12,Standard Class,CUST-0021,PROD-0009,2,27.93,0.1,55.86,50.27,6.57
ORD-001167,2023-10-05,2023-10-10,Standard Class,CUST-0084,PROD-0028,4,10.87,0.0,43.48,43.48,18.6
ORD-001168,2023-01-27,2023-02-03,Standard Class,CUST-0064,PROD-0025,5,7.53,0.2,37.65,30.12,0.59
ORD-001169,2024-08-27,2024-08-29,First Class,CUST-0106,PROD-0025,8,8.01,0.0,64.08,64.08,16.44
ORD-001170,2023-05-04,2023-05-08,First Class,CUST-0084,PROD-0014,3,208.94,0.0,626.82,626.82,79.23
ORD-001171,2024-01-04,2024-01-11,Standard Class,CUST-0047,PROD-0033,1,5.95,0.2,5.95,4.76,0.1
ORD-001172,2023-12-30,2024-01-05,Standard Class,CUST-0440,PROD-0007,5,1281.89,0.0,6409.45,6409.45,1091.39
ORD-001173,2024-10-28,2024-11-01,Second Class,CUST-0360,PROD-0006,5,1399.01,0.0,6995.05,6995.05,2391.27
ORD-001174,2023-02-16,2023-02-21,Standard Class,CUST-0460,PROD-0021,1,179.47,0.0,179.47,179.47,19.04
ORD-001175,2023-03-04,2023-03-09,Standard Class,CUST-0241,PROD-0003,5,721.5,0.0,3607.5,3607.5,779.04
ORD-001176,2023-06-26,2023-07-03,Standard Class,CUST-0081,PROD-0027,8,5.24,0.0,41.92,41.92,5.14
ORD-001177,2023-06-16,2023-06-21,Standard Class,CUST-0451,PROD-0008,2,1229.05,0.0,2458.1,2458.1,383.64
ORD-001178,2023-01-27,2023-02-02,Standard Class,CUST-0165,PROD-0002,1,912.17,0.0,912.17,912.17,62.57
ORD-001179,2023-06-23,2023-06-28,Standard Class,CUST-0194,PROD-0034,2,8.5,0.0,17.0,17.0,1.3
ORD-001180,2024-04-20,2024-04-22,Same Day,CUST-0496,PROD-0031,2,3.21,0.0,6.42,6.42,0.32
ORD-001181,2023-09-21,2023-09-28,Standard Class,CUST-0244,PROD-0031,2,3.27,0.0,6.54,6.54,0.58
ORD-001182,2023-05-09,2023-05-14,Standard Class,CUST-0253,PROD-0013,5,370.48,0.0,1852.4,1852.4,643.29
ORD-001183,2023-10-17,2023-10-19,First Class,CUST-0368,PROD-0026,1,14.25,0.0,14.25,14.25,2.43
ORD-001184,2024-11-15,2024-11-22,Standard Class,CUST-0364,PROD-0030,3,4.31,0.0,12.93,12.93,1.33
ORD-001185,2024-11-08,2024-11-15,Standard Class,CUST-0217,PROD-0024,7,53.5,0.0,374.5,374.5,76.4
ORD-001186,2023-07-06,2023-07-13,Standard Class,CUST-0025,PROD-0013,1,422.52,0.15,422.52,359.14,19.64
ORD-001187,2023-12-19,2023-12-26,Standard Class,CUST-0247,PROD-0031,2,3.3,0.0,6.6,6.6,1.02
ORD-001188,2023-10-14,2023-10-19,Second Class,CUST-0226,PROD-0008,6,1159.97,0.0,6959.82,6959.82,1058.68
ORD-001189,2024-07-16,2024-07-21,Standard Class,CUST-0414,PROD-0032,3,11.62,0.0,34.86,34.86,2.62
ORD-001190,2024-10-19,2024-10-26,Standard Class,CUST-0188,PROD-0028,1,11.35,0.0,11.35,11.35,1.07
ORD-001191,2023-05-10,2023-05-13,First Class,CUST-0282,PROD-0019,2,130.38,0.0,260.76,260.76,113.83
ORD-001192,2023-07-06,2023-07-13,Standard Class,CUST-0498,PROD-0033,1,6.41,0.05,6.41,6.09,0.79
ORD-001193,2024-06-22,2024-06-25,Second Class,CUST-0382,PROD-0023,3,89.54,0.25,268.62,201.47,1.77
ORD-001194,2023-06-20,2023-06-25,Standard Class,CUST-0118,PROD-0034,3,9.24,0.0,27.72,27.72,3.89
ORD-001195,2024-07-07,2024-07-11,First Class,CUST-0477,PROD-0010,2,46.08,0.2,92.16,73.73,-0.81
ORD-001196,2024-03-07,2024-03-10,First Class,CUST-0462,PROD-0034,2,9.4,0.05,18.8,17.86,2.69
ORD-001197,2023-08-02,2023-08-06,First Class,CUST-0285,PROD-0020,3,72.16,0.0,216.48,216.48,22.97
ORD-001198,2023-09-06,2023-09-11,Standard Class,CUST-0247,PROD-0011,3,77.28,0.15,231.84,197.06,15.41
ORD-001199,2023-05-24,2023-05-26,First Class,CUST-0494,PROD-0018,4,914.45,0.0,3657.8,3657.8,484.05
ORD-001200,2023-12-02,2023-12-07,Standard Class,CUST-0073,PROD-0018,2,903.36,0.0,1806.72,1806.72,522.83
ORD-001201,2023-11-02,2023-11-06,First Class,CUST-0119,PROD-0029,4,6.94,0.3,27.76,19.43,0.05
ORD-001202,2024-01-26,2024-01-29,First Class,CUST-0140,PROD-0003,1,694.32,0.0,694.32,694.32,278.07
ORD-001203,2023-10-26,2023-10-31,Standard Class,CUST-0355,PROD-0032,1,12.56,0.0,12.56,12.56,4.97
ORD-001204,2024-12-19,2024-12-20,Same Day,CUST-0124,PROD-0032,1,11.05,0.0,11.05,11.05,4.28
ORD-001205,2023-09-15,2023-09-19,Second Class,CUST-0376,PROD-0018,2,959.47,0.0,1918.94,1918.94,159.73
ORD-001206,2023-09-06,2023-09-11,Standard Class,CUST-0052,PROD-0032,3,12.4,0.3,37.2,26.04,1.21
ORD-001207,2024-09-13,2024-09-20,Standard Class,CUST-0311,PROD-0025,2,8.16,0.0,16.32,16.32,6.0
ORD-001208,2024-08-12,2024-08-17,Standard Class,CUST-0489,PROD-0007,2,1343.84,0.0,2687.68,2687.68,587.88
ORD-001209,2023-12-22,2023-12-26,Second Class,CUST-0202,PROD-0003,5,709.25,0.0,3546.25,3546.25,1510.98
ORD-001210,2024-11-16,2024-11-18,First Class,CUST-0417,PROD-0028,3,10.86,0.0,32.58,32.58,2.92
ORD-001211,2023-01-30,2023-02-03,Second Class,CUST-0472,PROD-0027,2,5.18,0.0,10.36,10.36,4.52
ORD-001212,2023-02-18,2023-02-25,Standard Class,CUST-0142,PROD-0029,10,6.67,0.0,66.7,66.7,8.92
ORD-001213,2024-10-25,2024-10-31,Standard Class,CUST-0395,PROD-0036,4,5.28,0.2,21.12,16.9,2.65
ORD-001214,2024-09-23,2024-09-28,Standard Class,CUST-0171,PROD-0023,2,85.54,0.0,171.08,171.08,14.74
ORD-001215,2024-09-28,2024-10-03,Standard Class,CUST-0208,PROD-0021,4,187.15,0.0,748.6,748.6,182.79
ORD-001216,2024-01-06,2024-01-09,Second Class,CUST-0173,PROD-0029,2,6.46,0.0,12.92,12.92,5.34
ORD-001217,2023-10-31,2023-11-05,Second Class,CUST-0359,PROD-0036,1,5.12,0.05,5.12,4.86,0.42
ORD-001218,2023-09-27,2023-10-03,Standard Class,CUST-0307,PROD-0026,2,14.69,0.0,29.38,29.38,2.69
ORD-001219,2024-09-20,2024-09-25,Standard Class,CUST-0490,PROD-0019,2,121.9,0.0,243.8,243.8,36.17
ORD-001220,2023-01-27,2023-02-03,Standard Class,CUST-0080,PROD-0018,10,853.21,0.3,8532.1,5972.47,856.8
ORD-001221,2023-10-31,2023-11-05,Standard Class,CUST-0075,PROD-0001,5,995.66,0.0,4978.3,4978.3,1356.73
ORD-001222,2024-02-27,2024-03-05,Standard Class,CUST-0291,PROD-0013,3,409.15,0.0,1227.45,1227.45,542.11
ORD-001223,2024-12-24,2024-12-28,Second Class,CUST-0383,PROD-0017,5,570.67,0.0,2853.35,2853.35,1169.93
ORD-001224,2023-11-24,2023-11-29,Standard Class,CUST-0480,PROD-0016,7,82.49,0.0,577.43,577.43,256.67
ORD-001225,2024-08-15,2024-08-22,Standard Class,CUST-0127,PROD-0035,4,11.08,0.25,44.32,33.24,-1.05
ORD-001226,2023-08-18,2023-08-25,Standard Class,CUST-0179,PROD-0036,5,4.96,0.0,24.8,24.8,7.1
ORD-001227,2023-01-23,2023-01-30,Standard Class,CUST-0034,PROD-0011,3,85.25,0.0,255.75,255.75,85.04
ORD-001228,2023-03-08,2023-03-09,Same Day,CUST-0033,PROD-0023,3,96.96,0.0,290.88,290.88,97.57
ORD-001229,2024-12-22,2024-12-25,Second Class,CUST-0252,PROD-0028,10,11.32,0.0,113.2,113.2,30.04
ORD-001230,2023-12-05,2023-12-12,Standard Class,CUST-0346,PROD-0020,7,73.38,0.0,513.66,513.66,165.67
ORD-001231,2024-09-16,2024-09-22,Standard Class,CUST-0162,PROD-0001,3,1053.87,0.05,3161.61,3003.53,786.65
ORD-001232,2023-07-19,2023-07-26,Standard Class,CUST-0374,PROD-0011,4,86.74,0.0,346.96,346.96,21.44
ORD-001233,2023-05-03,2023-05-08,Standard Class,CUST-0476,PROD-0032,7,12.18,0.0,85.26,85.26,17.48
ORD-001234,2024-12-14,2024-12-20,Standard Class,CUST-0209,PROD-0025,1,7.7,0.2,7.7,6.16,1.01
ORD-001235,2023-07-08,2023-07-13,Standard Class,CUST-0256,PROD-0006,1,1699.45,0.0,1699.45,1699.45,315.91
ORD-001236,2024-06-20,2024-06-27,Standard Class,CUST-0385,PROD-0007,1,1313.84,0.0,1313.84,1313.84,115.88
ORD-001237,2023-01-13,2023-01-19,Standard Class,CUST-0001,PROD-0034,2,9.54,0.0,19.08,19.08,3.81
ORD-001238,2023-07-13,2023-07-17,Second Class,CUST-0036,PROD-0012,1,36.8,0.0,36.8,36.8,14.68
ORD-001239,2024-09-06,2024-09-11,Standard Class,CUST-0468,PROD-0010,6,51.02,0.0,306.12,306.12,37.04
ORD-001240,2023-02-01,2023-02-06,Second Class,CUST-0077,PROD-0029,6,7.41,0.15,44.46,37.79,16.02
ORD-001241,2024-11-30,2024-12-07,Standard Class,CUST-0056,PROD-0023,1,81.88,0.1,81.88,73.69,33.08
ORD-001242,2024-04-10,2024-04-14,First Class,CUST-0472,PROD-0022,5,125.76,0.0,628.8,628.8,199.63
ORD-001243,2023-09-10,2023-09-15,Standard Class,CUST-0034,PROD-0022,8,118.78,0.0,950.24,950.24,63.32
ORD-001244,2024-11-06,2024-11-11,Second Class,CUST-0031,PROD-0031,1,3.01,0.0,3.01,3.01,0.54
ORD-001245,2024-06-18,2024-06-25,Standard Class,CUST-0270,PROD-0035,3,10.52,0.1,31.56,28.4,4.75
ORD-001246,2024-02-18,2024-02-23,Standard Class,CUST-0321,PROD-0028,2,11.98,0.0,23.96,23.96,5.84
ORD-001247,2024-05-24,2024-05-25,Same Day,CUST-0200,PROD-0020,4,82.14,0.0,328.56,328.56,21.9
ORD-001248,2023-11-11,2023-11-15,First Class,CUST-0485,PROD-0006,6,1562.26,0.0,9373.56,9373.56,3240.47
